GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
58498	Tbio												MYL7
58499	Tbio	NUCLEUS									O		ZNF462
58500	Tdark	NUCLEUS											ZNF250
58503	Tdark							ASSOCIATED	SECRETED	N			PROL1
58504	Tbio	NUCLEUS											ARHGAP22
58505	Tbio					nonsurface							OSTC
58506	Tbio	NUCLEUS											SCAF1
58508	Tbio	NUCLEUS									O		KMT2C
58509	Tbio	NUCLEUS											CACTIN
58510	Tbio			MIM	Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Electron carriers > Q-linked reactions, other								PRODH2
58511	Tbio									N			DNASE2B
58512	Tbio						Cell Membrane						DLGAP3
58513	Tbio	NUCLEUS					Cell Membrane						EPS15L1
58515	Tbio		BOTH			nonsurface	Cell Membrane						SELK
58516	Tdark												FAM60A
58517	Tbio	CYTOPLASM											RBM25
58524	Tbio	NUCLEUS											DMRT3
58525	Tbio	NUCLEUS											WIZ
58526	Tbio	NUCLEUS											MID1IP1
58527	Tbio												ABRACL
58528	Tbio	BOTH											RRAGD
58529	Tbio	NUCLEUS											MYOZ1
58530	Tbio					surface	Cell Membrane						LY6G6D
58531	Tdark	BOTH											PRM3
58533	Tbio	BOTH											SNX6
58538	Tdark												MPP4
58985	Tbio					surface							IL22RA1
58986	Tdark					surface				N			TMEM8A
59067	Tbio								SECRETED	N			IL21
59082	Tbio												CARD18
59084	Tdark					surface			SECRETED	N			ENPP5
59269	Tbio	BOTH									O		HIVEP3
59271	Tbio					surface							EVA1C
59272	Tchem	CYTOPLASM				surface	Cell Membrane		SECRETED	N			ACE2
59274	Tdark												MESDC1
59277	Tbio							CORE	SECRETED				NTN4
59283	Tdark					surface	Cell Membrane						CACNG8
59284	Tdark					surface							CACNG7
59285	Tdark					surface							CACNG6
59286	Tbio	BOTH											UBL5
59307	Tbio					surface							SIGIRR
59335	Tbio	NUCLEUS											PRDM12
59336	Tbio	NUCLEUS											PRDM13
59338	Tbio	BOTH					Cell Membrane						PLEKHA1
59339	Tbio	BOTH					Cell Membrane						PLEKHA2
59340	Tchem					surface	Cell Membrane						HRH4
59341	Tchem		ENDORETICULUM			surface	Cell Membrane						TRPV4
59342	Tbio								SECRETED	N			SCPEP1
59343	Tbio	NUCLEUS									O		SENP2
59344	Tbio												ALOXE3
59345	Tbio												GNB4
59347	Tdark	CYTOPLASM											TPT1P8
59348	Tbio	NUCLEUS											ZNF350
59349	Tbio												KLHL12
59350	Tchem					surface	Cell Membrane						RXFP1
59351	Tbio	BOTH				nonsurface							PBOV1
59352	Tbio					surface	Cell Membrane						LGR6
59353	Tdark					nonsurface							TMEM35
60312	Tbio										O		AFAP1
60313	Tdark	NUCLEUS											GPBP1L1
60314	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications								C12orf10
60343	Tbio								SECRETED	N			FAM3A
60358	Tdark												ERVK-5
60370	Tdark												AVPI1
60385	Tbio												TSKS
60386	Tbio	NUCLEUS		MIM	Metabolism > Vitamin metabolism > Vitamin B1 metabolism | Small molecule transport > SLC25A family								SLC25A19
60401	Tbio					surface				N			EDA2R
60412	Tbio	CYTOPLASM											EXOC4
60436	Tbio	NUCLEUS									O		TGIF2
60437	Tbio					surface	Cell Membrane						CDH26
60467	Tdark												BPESC1
60468	Tbio	NUCLEUS											BACH2
60481	Tbio		ENDORETICULUM			nonsurface							ELOVL5
60482	Tchem					surface							SLC5A7
60484	Tbio							CORE	SECRETED				HAPLN2
60485	Tbio	BOTH											SAV1
60487	Tbio												TRMT11
60488	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS35
60489	Tbio	BOTH											APOBEC3G
60490	Tbio												PPCDC
60491	Tbio	BOTH		Matrix	0						O		NIF3L1
60492	Tdark			MIM	0	nonsurface							CCDC90B
60493	Tdark			Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay								FASTKD5
60494	Tdark	CYTOPLASM											CCDC81
60495	Tbio							ASSOCIATED	SECRETED				HPSE2
60496	Tbio												AASDHPPT
60506	Tbio							CORE	SECRETED				NYX
60509	Tbio	BOTH											AGBL5
60526	Tbio		ENDORETICULUM										LDAH
60528	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing								ELAC2
60529	Tbio	NUCLEUS									O		ALX4
60558	Tbio			Matrix	Mitochondrial central dogma > Translation								GUF1
60559	Tdark		ENDORETICULUM			nonsurface							SPCS3
60560	Tbio	CYTOPLASM											NAA35
60561	Tbio		ENDORETICULUM										RINT1
60592	Tbio		GOLGI										SCOC
60598	Tbio					nonsurface							KCNK15
60625	Tdark												DHX35
60626	Tbio	CYTOPLASM					Cell Membrane						RIC8A
60672	Tbio												MIIP
60673	Tbio												ATG101
60675	Tbio								SECRETED				PROK2
60676	Tbio							ASSOCIATED	SECRETED	N			PAPPA2
60677	Tbio	BOTH									O		CELF6
60678	Tbio	BOTH											EEFSEC
60680	Tbio	BOTH											CELF5
60681	Tbio			IMS	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones								FKBP10
60682	Tbio	CYTOPLASM					Cell Membrane						SMAP1
60684	Tbio		GOLGI										TRAPPC11
60685	Tbio										O		ZFAND3
60686	Tdark								SECRETED	N			C14orf93
63027	Tbio					surface							SLC22A23
63035	Tbio										O		BCORL1
63036	Tbio							ASSOCIATED	SECRETED				CELA2A
63826	Tbio	CYTOPLASM											SRR
63827	Tbio					surface		CORE	SECRETED	N			BCAN
63874	Tdark												ABHD4
63875	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL17
63876	Tbio	BOTH											PKNOX2
63877	Tdark												FAM204A
63891	Tbio	CYTOPLASM											RNF123
63892	Tbio												THADA
63893	Tbio	BOTH											UBE2O
63894	Tbio	CYTOPLASM	GOLGI										VIPAS39
63895	Tbio					surface							PIEZO2
63897	Tbio												HEATR6
63898	Tbio	CYTOPLASM											SH2D4A
63899	Tbio			Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications								NSUN3
63901	Tbio	BOTH											FAM111A
63904	Tdark	BOTH											DUSP21
63905	Tdark					nonsurface							MANBAL
63906	Tbio	BOTH											GPATCH3
63908	Tbio												NAPB
63910	Tchem					surface							SLC17A9
63914	Tdark												LINC01590
63915	Tbio												BLOC1S5
63916	Tbio												ELMO2
63917	Tbio		GOLGI			nonsurface							GALNT11
63920	Tdark												ZBED8
63922	Tbio												CHTF18
63923	Tbio							CORE	SECRETED	N			TNN
63924	Tbio	NUCLEUS	ENDORETICULUM										CIDEC
63925	Tbio	NUCLEUS											ZNF335
63926	Tdark												ANKEF1
63928	Tbio	BOTH					Cell Membrane						CHP2
63929	Tbio	CYTOPLASM		Matrix	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases								XPNPEP3
63931	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS14
63932	Tdark	BOTH											CXorf56
63933	Tbio			MIM	0	nonsurface							MCUR1
63934	Tbio	NUCLEUS											ZNF667
63935	Tbio	NUCLEUS											PCIF1
63939	Tdark												FAM217B
63940	Tbio	CYTOPLASM											GPSM3
63941	Tbio	BOTH	BOTH										NECAB3
63943	Tbio												FKBPL
63946	Tdark	NUCLEUS											DMRTC2
63947	Tdark	NUCLEUS											DMRTC1
63948	Tdark	NUCLEUS											DMRTB1
63950	Tbio	NUCLEUS											DMRTA2
63951	Tbio	NUCLEUS											DMRTA1
63967	Tbio		GOLGI										CLSPN
63970	Tbio												TP53AIP1
63971	Tbio												KIF13A
63973	Tbio	NUCLEUS									O		NEUROG2
63974	Tbio	NUCLEUS											NEUROD6
63976	Tbio	NUCLEUS									O		PRDM16
63977	Tdark	NUCLEUS											PRDM15
63978	Tbio	NUCLEUS											PRDM14
63979	Tbio	BOTH									O		FIGNL1
63982	Tbio					surface	Cell Membrane						ANO3
64005	Tbio						Cell Membrane						MYO1G
64006	Tbio												ERVK-6
64061	Tbio	BOTH											TSPYL2
64062	Tdark	NUCLEUS											RBM26
64063	Tdark								SECRETED	N			PRSS22
64064	Tbio			Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism								OXCT2
64065	Tbio		GOLGI			nonsurface	Cell Membrane						PERP
64066	Tbio							ASSOCIATED					MMP27
64067	Tbio	NUCLEUS									O		NPAS3
64072	Tbio					surface	Cell Membrane						CDH23
64073	Tbio	NUCLEUS											C19orf33
64077	Tbio	NUCLEUS											LHPP
64078	Tchem					surface	Cell Membrane						SLC28A3
64080	Tbio	NUCLEUS											RBKS
64081	Tbio	CYTOPLASM											PBLD
64083	Tbio		GOLGI	IMS	0		Cell Membrane						GOLPH3
64084	Tbio					surface	Cell Membrane						CLSTN2
64087	Tbio			Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism								MCCC2
64089	Tbio	CYTOPLASM											SNX16
64090	Tdark					nonsurface							GAL3ST2
64091	Tbio					nonsurface							POPDC2
64092	Tbio	NUCLEUS											SAMSN1
64093	Tbio							CORE	SECRETED				SMOC1
64094	Tbio							CORE	SECRETED		O		SMOC2
64096	Tbio					surface	Cell Membrane		SECRETED	N			GFRA4
64097	Tdark	CYTOPLASM											EPB41L4A
64098	Tbio	CYTOPLASM					Cell Membrane						PARVG
64100	Tbio							CORE	SECRETED	N			ELSPBP1
64101	Tbio					surface	Cell Membrane						LRRC4
64102	Tbio	CYTOPLASM				nonsurface							TNMD
64105	Tbio												CENPK
64106	Tchem					surface	Cell Membrane						NPFFR1
64108	Tbio	CYTOPLASM				nonsurface							RTP4
64109	Tbio					surface	Cell Membrane		SECRETED	N			CRLF2
64110	Tdark												MAGEF1
64111	Tdark								SECRETED				NPVF
64112	Tbio	CYTOPLASM											MOAP1
64114	Tbio		GOLGI							N			TMBIM1
64115	Tbio					surface	Cell Membrane					IO	C10orf54
64116	Tbio					surface							SLC39A8
64118	Tdark												DUS1L
64121	Tbio	BOTH											RRAGC
64122	Tbio												FN3K
64123	Tbio					surface	Cell Membrane						ADGRL4
64127	Tclin	CYTOPLASM	GOLGI							N			NOD2
64129	Tbio	CYTOPLASM						CORE	SECRETED	N			TINAGL1
64130	Tbio						Cell Membrane						LIN7B
64131	Tbio					nonsurface			SECRETED	N			XYLT1
64132	Tbio					nonsurface							XYLT2
64135	Tbio	NUCLEUS									O		IFIH1
64137	Tbio					surface							ABCG4
64145	Tbio						Cell Membrane			N	O		RBSN
64146	Tchem			Matrix	Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis								PDF
64147	Tbio	CYTOPLASM									O		KIF9
64149	Tbio												C17orf75
64151	Tbio	BOTH											NCAPG
64167	Tchem	CYTOPLASM				nonsurface							ERAP2
64168	Tdark	BOTH											NECAB1
64170	Tbio	CYTOPLASM											CARD9
64172	Tdark			Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications								OSGEPL1
64174	Tbio					surface				N			DPEP2
64175	Tbio		ENDORETICULUM					ASSOCIATED	SECRETED				P3H1
64180	Tdark					surface							DPEP3
64184	Tdark								SECRETED				EDDM3B
64207	Tdark	NUCLEUS									O		IRF2BPL
64208	Tbio					nonsurface							POPDC3
64210	Tbio	BOTH											MMS19
64211	Tbio	NUCLEUS									O		LHX5
64215	Tbio		ENDORETICULUM			nonsurface							DNAJC1
64216	Tbio			Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription								TFB2M
64218	Tbio	NUCLEUS				surface	Cell Membrane	ASSOCIATED					SEMA4A
64219	Tbio	CYTOPLASM											PJA1
64220	Tbio						Cell Membrane						STRA6
64221	Tbio					surface							ROBO3
64222	Tbio		ENDORETICULUM										TOR3A
64223	Tbio	CYTOPLASM											MLST8
64224	Tdark					nonsurface							HERPUD2
64225	Tbio		ENDORETICULUM			nonsurface							ATL2
64231	Tbio					surface							MS4A6A
64232	Tdark												MS4A5
64236	Tbio	BOTH											PDLIM2
64240	Tbio					surface							ABCG5
64241	Tbio												ABCG8
64282	Tbio	CYTOPLASM											PAPD5
64283	Tbio						Cell Membrane				O		ARHGEF28
64284	Tbio						Cell Membrane						RAB17
64285	Tbio					nonsurface							RHBDF1
64288	Tdark	NUCLEUS											ZSCAN31
64318	Tbio	NUCLEUS											NOC3L
64319	Tbio												FBRS
64320	Tbio	NUCLEUS											RNF25
64321	Tbio	NUCLEUS									O		SOX17
64324	Tbio	NUCLEUS									O		NSD1
64326	Tbio												RFWD2
64327	Tbio					surface							LMBR1
64328	Tbio	CYTOPLASM											XPO4
64332	Tbio	NUCLEUS									O		NFKBIZ
64333	Tbio	CYTOPLASM											ARHGAP9
64342	Tbio		ENDORETICULUM										HS1BP3
64343	Tbio	CYTOPLASM											AZI2
64344	Tbio	NUCLEUS											HIF3A
64359	Tbio	NUCLEUS											NXN
64374	Tbio	CYTOPLASM	ENDORETICULUM										SIL1
64375	Tbio	NUCLEUS											IKZF4
64376	Tbio												IKZF5
64377	Tbio					nonsurface							CHST8
64386	Tchem					surface	Cell Membrane	ASSOCIATED	SECRETED		O		MMP25
64388	Tbio								SECRETED	N			GREM2
64393	Tbio												ZMAT3
64395	Tbio												GMCL1
64396	Tdark												GMCL1P1
64397	Tbio												ZNF106
64398	Tbio	CYTOPLASM					Cell Membrane						MPP5
64399	Tbio	BOTH					Cell Membrane	ASSOCIATED	SECRETED	N			HHIP
64400	Tbio						Cell Membrane						AKTIP
64403	Tbio					surface	Cell Membrane						CDH24
64405	Tbio					surface	Cell Membrane						CDH22
64407	Tbio	CYTOPLASM											RGS18
64409	Tbio		GOLGI			nonsurface							WBSCR17
64410	Tdark	CYTOPLASM											KLHL25
64411	Tbio						Cell Membrane						ARAP3
64412	Tbio	BOTH									O		GZF1
64417	Tdark					nonsurface							C5orf28
64418	Tdark												TMEM168
64419	Tbio										O		MTMR14
64420	Tdark					surface							SUSD1
64421	Tbio		GOLGI										DCLRE1C
64422	Tbio												ATG3
64423	Tbio												INF2
64425	Tbio	NUCLEUS				nonsurface							POLR1E
64426	Tbio	NUCLEUS											SUDS3
64427	Tdark												TTC31
64428	Tbio												NARFL
64429	Tbio		BOTH			nonsurface							ZDHHC6
64430	Tdark												PCNXL4
64431	Tbio	BOTH											ACTR6
64432	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS25
64434	Tbio	NUCLEUS											NOM1
64446	Tbio												DNAI2
64478	Tbio					surface							CSMD1
64499	Tbio								SECRETED	N			TPSB2
64506	Tbio	BOTH					Cell Membrane						CPEB1
64518	Tbio	NUCLEUS											TEKT3
64577	Tbio												ALDH8A1
64579	Tbio		GOLGI			nonsurface							NDST4
64581	Tbio	CYTOPLASM				surface	Cell Membrane	ASSOCIATED					CLEC7A
64582	Tbio					nonsurface	Cell Membrane						GPR135
64591	Tdark	NUCLEUS											TSPY2
64598	Tbio					nonsurface							MOSPD3
64599	Tdark												GIGYF1
64600	Tchem								SECRETED	N			PLA2G2F
64601	Tbio												VPS16
64641	Tbio	NUCLEUS									O		EBF2
64645	Tbio					surface							HIAT1
64648	Tdark	BOTH											SPANXD
64651	Tbio	NUCLEUS									O		CSRNP1
64663	Tbio	BOTH											SPANXC
64682	Tbio					nonsurface							ANAPC1
64689	Tbio		GOLGI										GORASP1
64693	Tbio					nonsurface							CTAGE1
64699	Tbio		ENDORETICULUM			nonsurface							TMPRSS3
64708	Tbio												COPS7B
64710	Tbio	BOTH											NUCKS1
64711	Tdark					nonsurface					O		HS3ST6
64714	Tbio		ENDORETICULUM										PDIA2
64718	Tdark	NUCLEUS											UNKL
64743	Tbio												WDR13
64744	Tbio	CYTOPLASM											SMAP2
64745	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly								METTL17
64746	Tbio		GOLGI										ACBD3
64747	Tdark												MFSD1
64748	Tdark					nonsurface							LPPR2
64750	Tbio	BOTH					Cell Membrane			N			SMURF2
64753	Tbio					nonsurface							CCDC136
64754	Tchem	NUCLEUS											SMYD3
64755	Tdark					nonsurface							C16orf58
64756	Tbio			Matrix	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors								ATPAF1
64757	Tbio			MOM	Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex	nonsurface							MARC1
64759	Tbio												TNS3
64760	Tdark												FAM160B2
64761	Tbio	NUCLEUS											PARP12
64762	Tbio												GAREM
64763	Tdark	NUCLEUS											ZNF574
64764	Tbio	NUCLEUS	ENDORETICULUM			nonsurface					O		CREB3L2
64766	Tbio	NUCLEUS										IO	S100PBP
64768	Tbio	NUCLEUS											IPPK
64769	Tbio												MEAF6
64770	Tdark												CCDC14
64771	Tbio												C6orf106
64772	Tchem												ENGASE
64773	Tdark												PCED1A
64776	Tdark	NUCLEUS											C11orf1
64777	Tbio	BOTH											RMND5B
64778	Tbio					nonsurface							FNDC3B
64779	Tdark	CYTOPLASM											MTHFSD
64780	Tbio	CYTOPLASM									O		MICAL1
64781	Tchem	CYTOPLASM											CERK
64782	Tbio	NUCLEUS											AEN
64783	Tbio	NUCLEUS									O		RBM15
64784	Tbio	BOTH									O		CRTC3
64785	Tbio												GINS3
64786	Tbio	CYTOPLASM								N			TBC1D15
64787	Tbio										O		EPS8L2
64788	Tbio		GOLGI			nonsurface							LMF1
64789	Tbio	NUCLEUS											EXO5
64792	Tdark												IFT22
64793	Tdark		GOLGI										CEP85
64794	Tbio		GOLGI										DDX31
64795	Tbio	BOTH											RMND5A
64798	Tbio												DEPTOR
64799	Tdark												IQCH
64800	Tdark												EFCAB6
64801	Tbio		GOLGI			nonsurface							ARV1
64802	Tbio	BOTH											NMNAT1
64805	Tclin					surface	Cell Membrane			N	O		P2RY12
64806	Tbio							ASSOCIATED	SECRETED	N	O		IL25
64816	Tclin					nonsurface							CYP3A43
64834	Tbio		ENDORETICULUM			nonsurface							ELOVL1
64837	Tbio												KLC2
64838	Tbio		ENDORETICULUM			surface							FNDC4
64839	Tbio	BOTH											FBXL17
64840	Tchem		ENDORETICULUM			nonsurface							PORCN
64841	Tbio		BOTH										GNPNAT1
64843	Tbio	NUCLEUS											ISL2
64844	Tbio	NUCLEUS											MARCH7
64847	Tdark			Matrix	0				SECRETED	N			SPATA20
64848	Tbio	BOTH	ENDORETICULUM										YTHDC2
64849	Tbio					surface	Cell Membrane						SLC13A3
64850	Tbio												ETNPPL
64852	Tbio	NUCLEUS											TUT1
64853	Tbio	CYTOPLASM											AIDA
64854	Tbio												USP46
64855	Tdark	BOTH									O		FAM129B
64856	Tbio							CORE	SECRETED				VWA1
64857	Tbio												PLEKHG2
64858	Tbio	CYTOPLASM											DCLRE1B
64859	Tbio	NUCLEUS											NABP1
64860	Tdark												ARMCX5
64863	Tdark	NUCLEUS		Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA modifications								METTL4
64864	Tdark	NUCLEUS									O		RFX7
64866	Tbio					surface	Cell Membrane		SECRETED	N			CDCP1
64881	Tbio					surface	Cell Membrane						PCDH20
64895	Tbio	NUCLEUS				nonsurface							PAPOLG
64897	Tdark												C12orf43
64900	Tbio	NUCLEUS											LPIN3
64901	Tbio	CYTOPLASM											RANBP17
64902	Tbio			Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism								AGXT2
64919	Tbio	NUCLEUS									O		BCL11B
64921	Tbio		GOLGI			surface							CASD1
64922	Tdark					surface							LRRC19
64924	Tbio	NUCLEUS	GOLGI			nonsurface				N			SLC30A5
64925	Tdark												CCDC71
64926	Tbio	CYTOPLASM											RASAL3
64927	Tdark												TTC23
64928	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL14
64940	Tdark	NUCLEUS											STAG3L4
64943	Tdark			Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing								NT5DC2
64946	Tbio	NUCLEUS											CENPH
64949	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS26
64951	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS24
64960	Tdark	NUCLEUS		Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS15
64963	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS11
64965	Tdark			Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS9
64968	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS6
64969	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS5
64975	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL41
64976	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL40
64978	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL38
64979	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL36
64981	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL34
64983	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL32
65003	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL11
65005	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL9
65008	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL1
65009	Tbio	CYTOPLASM											NDRG4
65010	Tbio		ENDORETICULUM			surface	Cell Membrane			N			SLC26A6
65012	Tdark					nonsurface							SLC26A10
65018	Tbio	BOTH		MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling	nonsurface							PINK1
65055	Tbio	CYTOPLASM	ENDORETICULUM			nonsurface							REEP1
65056	Tdark	NUCLEUS									O		GPBP1
65057	Tbio												ACD
65059	Tbio						Cell Membrane						RAPH1
65061	Tchem	BOTH											CDK15
65062	Tdark						Cell Membrane						TMEM237
65065	Tdark												NBEAL1
65078	Tbio		ENDORETICULUM			surface	Cell Membrane			N			RTN4R
65080	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL44
65082	Tbio					nonsurface							VPS33A
65083	Tbio	NUCLEUS											NOL6
65084	Tdark					nonsurface							TMEM135
65094	Tbio	CYTOPLASM											JMJD4
65095	Tbio												KRI1
65108	Tbio	CYTOPLASM					Cell Membrane						MARCKSL1
65109	Tbio	BOTH											UPF3B
65110	Tbio	BOTH											UPF3A
65117	Tdark												RSRC2
65121	Tdark	CYTOPLASM											PRAMEF1
65122	Tdark	CYTOPLASM											PRAMEF2
65123	Tbio	BOTH											INTS3
65124	Tdark												SOWAHC
65125	Tchem	CYTOPLASM									O		WNK1
65217	Tbio					surface	Cell Membrane		SECRETED	N			PCDH15
65220	Tbio												NADK
65243	Tdark	NUCLEUS											ZFP69B
65244	Tdark	CYTOPLASM											SPATS2
65249	Tdark												ZSWIM4
65250	Tbio					nonsurface							C5orf42
65251	Tdark	NUCLEUS											ZNF649
65258	Tbio		BOTH			nonsurface							MPPE1
65260	Tbio	NUCLEUS		IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors								COA7
65263	Tbio												PYCRL
65264	Tbio	NUCLEUS											UBE2Z
65265	Tdark												C8orf33
65266	Tbio	CYTOPLASM				nonsurface					O		WNK4
65267	Tchem	CYTOPLASM									O		WNK3
65268	Tchem	CYTOPLASM					Cell Membrane				O		WNK2
65944	Tdark												OR2B8P
65975	Tchem	BOTH											STK33
65977	Tbio		GOLGI										PLEKHA3
65979	Tbio	CYTOPLASM											PHACTR4
65980	Tchem												BRD9
65981	Tbio	BOTH									O		CAPRIN2
65982	Tdark	NUCLEUS									O		ZSCAN18
65983	Tdark					nonsurface							GRAMD3
65985	Tbio					nonsurface							AACS
65986	Tbio												ZBTB10
65987	Tdark												KCTD14
65988	Tdark												ZNF747
65989	Tbio					surface							DLK2
65990	Tdark			MIM	Metabolism > Nucleotide metabolism	nonsurface							FAM173A
65991	Tbio	NUCLEUS		MOM	Mitochondrial dynamics and surveillance > Organelle contact sites | Signaling								FUNDC2
65992	Tbio	CYTOPLASM	ENDORETICULUM										DDRGK1
65993	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPS34
65997	Tdark												RASL11B
65998	Tdark												C11orf95
65999	Tdark	CYTOPLASM											LRRC61
66000	Tbio					surface							TMEM108
66002	Tbio	CYTOPLASM											CYP4F12
66004			ENDORETICULUM			surface	Cell Membrane		SECRETED				LYNX1
66005	Tbio	NUCLEUS							SECRETED				CHID1
66008	Tbio	BOTH											TRAK2
66035	Tbio	NUCLEUS				surface	Cell Membrane						SLC2A11
66036	Tbio	CYTOPLASM											MTMR9
66037	Tbio	CYTOPLASM											BOLL
78986	Tbio	BOTH	GOLGI										DUSP26
78987	Tbio							CORE					CRELD1
78988	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL57
78989	Tbio							ASSOCIATED	SECRETED				COLEC11
78990	Tbio	NUCLEUS											OTUB2
78991	Tdark								SECRETED	N			PCYOX1L
78992	Tdark		GOLGI			nonsurface							YIPF2
78994	Tbio												PRR14
78995	Tdark												C17orf53
78996	Tbio	BOTH											C7orf49
78997	Tdark					nonsurface							GDAP1L1
78998	Tdark												RHPN1-AS1
78999	Tbio					surface							LRFN4
79000	Tbio	BOTH											AUNIP
79001	Tclin		ENDORETICULUM			nonsurface							VKORC1
79002	Tdark												C19orf43
79003	Tbio	NUCLEUS											MIS12
79004	Tbio												CUEDC2
79005		NUCLEUS											SCNM1
79006	Tbio								SECRETED				METRN
79007	Tdark	CYTOPLASM											DBNDD1
79009	Tbio												DDX50
79012	Tbio						Cell Membrane						CAMKV
79016	Tbio												DDA1
79017	Tchem												GGCT
79018	Tbio												GID4
79019	Tbio												CENPM
79020	Tdark												C7orf25
79022	Tdark												TMEM106C
79023	Tdark	NUCLEUS											NUP37
79024	Tdark					nonsurface							SMIM2
79025	Tdark												C20orf195
79026	Tbio	BOTH									O		AHNAK
79027	Tbio	BOTH											ZNF655
79029	Tdark	CYTOPLASM											SPATA5L1
79031	Tbio	BOTH											PDCL3
79033	Tbio												ERI3
79034	Tdark												C7orf26
79035	Tbio	NUCLEUS											NABP2
79036	Tdark												KXD1
79037	Tdark												PVRIG
79038	Tbio												ZFYVE21
79039	Tbio	NUCLEUS	GOLGI										DDX54
79041	Tbio					nonsurface							TMEM38A
79042	Tdark	NUCLEUS											TSEN34
79047	Tbio												KCTD15
79048	Tbio	NUCLEUS											SECISBP2
79050	Tdark	NUCLEUS											NOC4L
79053	Tbio					nonsurface							ALG8
79054	Tclin						Cell Membrane			N			TRPM8
79056	Tdark												PRRG4
79057	Tdark					nonsurface							PRRG3
79058	Tbio												ASPSCR1
79064	Tdark					nonsurface							TMEM223
79065	Tbio					surface							ATG9A
79066	Tbio	NUCLEUS											METTL16
79068	Tbio	BOTH											FTO
79070	Tdark												KDELC1
